study_name,process,subgroup,n,species,intercept,slope,process_group,subgroup_group,n_group
map,logic_de,male,351,diabetes,"  0.90(0.50),$p$=.07"," -0.00(0.18),$p$=.89",logic_de,male,351
map,logic_im,female,"1,010",intercept," 10.20(0.37),$p$<.01","  0.26(0.12),$p$=.02",logic_im,female,"1,010"
map,logic_im,female,"1,010",age," -0.10(0.02),$p$<.01"," -0.01(0.00),$p$=.06",logic_im,female,"1,010"
map,logic_im,female,"1,010",education,"  0.34(0.04),$p$<.01","  0.01(0.01),$p$=.42",logic_im,female,"1,010"
map,logic_im,female,"1,010",height,"  4.38(1.42),$p$<.01","  0.23(0.51),$p$=.66",logic_im,female,"1,010"
map,logic_im,female,"1,010",smoking," -0.20(0.22),$p$=.36"," -0.05(0.07),$p$=.48",logic_im,female,"1,010"
map,logic_im,female,"1,010",cardio," -0.35(0.50),$p$=.48","  0.07(0.14),$p$=.62",logic_im,female,"1,010"
map,logic_im,female,"1,010",diabetes," -0.27(0.36),$p$=.45","  0.20(0.12),$p$=.10",logic_im,female,"1,010"
map,logic_im,male,351,intercept,"  9.53(0.72),$p$<.01","  0.13(0.21),$p$=.54",logic_im,male,351
map,logic_im,male,351,age," -0.14(0.03),$p$<.01","  0.01(0.01),$p$=.31",logic_im,male,351
map,logic_im,male,351,education,"  0.24(0.06),$p$<.01"," -0.00(0.02),$p$=.81",logic_im,male,351
map,logic_im,male,351,height,"  5.15(2.96),$p$=.08"," -0.08(0.92),$p$=.93",logic_im,male,351
map,logic_im,male,351,smoking,"  0.09(0.38),$p$=.82","  0.02(0.12),$p$=.86",logic_im,male,351
map,logic_im,male,351,cardio,"  0.47(0.53),$p$=.38"," -0.10(0.17),$p$=.57",logic_im,male,351
map,logic_im,male,351,diabetes,"  0.49(0.49),$p$=.31","  0.04(0.17),$p$=.80",logic_im,male,351
map,matrices,female,"1,010",intercept,"  9.75(0.26),$p$<.01","  0.03(0.09),$p$=.70",matrices,female,"1,010"
map,matrices,female,"1,010",age," -0.04(0.01),$p$<.01"," -0.01(0.00),$p$<.01",matrices,female,"1,010"
map,matrices,female,"1,010",education,"  0.32(0.02),$p$<.01"," -0.00(0.01),$p$=.77",matrices,female,"1,010"
map,matrices,female,"1,010",height,"  4.10(1.17),$p$<.01","  0.36(0.36),$p$=.32",matrices,female,"1,010"
map,matrices,female,"1,010",smoking," -0.00(0.14),$p$=.99"," -0.01(0.05),$p$=.80",matrices,female,"1,010"
map,matrices,female,"1,010",cardio," -0.39(0.28),$p$=.16"," -0.01(0.11),$p$=.94",matrices,female,"1,010"
map,matrices,female,"1,010",diabetes," -0.34(0.26),$p$=.19","  0.01(0.08),$p$=.87",matrices,female,"1,010"
map,matrices,male,351,intercept," 10.95(0.45),$p$<.01","  0.05(0.14),$p$=.75",matrices,male,351
map,matrices,male,351,age," -0.08(0.02),$p$<.01"," -0.00(0.01),$p$=.51",matrices,male,351
map,matrices,male,351,education,"  0.24(0.04),$p$<.01"," -0.01(0.01),$p$=.49",matrices,male,351
map,matrices,male,351,height,"  7.41(2.23),$p$<.01","  0.19(0.75),$p$=.80",matrices,male,351
map,matrices,male,351,smoking," -0.19(0.26),$p$=.45","  0.04(0.07),$p$=.56",matrices,male,351
map,matrices,male,351,cardio,"  0.35(0.38),$p$=.36","  0.08(0.15),$p$=.59",matrices,male,351
map,matrices,male,351,diabetes," -0.10(0.40),$p$=.80"," -0.03(0.13),$p$=.84",matrices,male,351
map,mmms,female,"1,010",intercept," 27.66(0.16),$p$<.01","  0.05(0.07),$p$=.45",mmms,female,"1,010"
map,mmms,female,"1,010",age," -0.04(0.01),$p$<.01"," -0.01(0.00),$p$<.01",mmms,female,"1,010"
map,mmms,female,"1,010",education,"  0.15(0.02),$p$<.01"," -0.01(0.01),$p$=.06",mmms,female,"1,010"
map,mmms,female,"1,010",height,"  1.54(0.63),$p$=.01","  0.00(0.25),$p$=.94",mmms,female,"1,010"
map,mmms,female,"1,010",smoking," -0.09(0.09),$p$=.33","  0.02(0.04),$p$=.60",mmms,female,"1,010"
map,mmms,female,"1,010",cardio," -0.13(0.17),$p$=.45","  0.07(0.07),$p$=.32",mmms,female,"1,010"
map,mmms,female,"1,010",diabetes," -0.06(0.17),$p$=.73","  0.04(0.07),$p$=.59",mmms,female,"1,010"
map,mmms,male,351,intercept," 27.30(0.30),$p$<.01","  0.01(0.13),$p$=.93",mmms,male,351
map,mmms,male,351,age," -0.08(0.02),$p$<.01","  0.00(0.01),$p$=.51",mmms,male,351
map,mmms,male,351,education,"  0.14(0.03),$p$<.01"," -0.01(0.01),$p$=.31",mmms,male,351
map,mmms,male,351,height,"  3.18(1.33),$p$=.02"," -0.14(0.67),$p$=.84",mmms,male,351
map,mmms,male,351,smoking,"  0.16(0.19),$p$=.40"," -0.02(0.07),$p$=.76",mmms,male,351
map,mmms,male,351,cardio,"  0.17(0.29),$p$=.55"," -0.02(0.10),$p$=.84",mmms,male,351
map,mmms,male,351,diabetes," -0.13(0.26),$p$=.60","  0.12(0.11),$p$=.27",mmms,male,351
map,nart,female,"1,010",intercept,"  5.04(0.22),$p$<.01","  0.04(0.04),$p$=.37",nart,female,"1,010"
map,nart,female,"1,010",age,"  0.05(0.01),$p$<.01"," -0.00(0.00),$p$=.33",nart,female,"1,010"
map,nart,female,"1,010",education,"  0.33(0.02),$p$<.01"," -0.00(0.00),$p$=.88",nart,female,"1,010"
map,nart,female,"1,010",height,"  3.54(0.87),$p$<.01","  0.03(0.16),$p$=.84",nart,female,"1,010"
map,nart,female,"1,010",smoking,"  0.09(0.12),$p$=.45","  0.00(0.02),$p$=.86",nart,female,"1,010"
map,nart,female,"1,010",cardio," -0.09(0.28),$p$=.74"," -0.03(0.05),$p$=.55",nart,female,"1,010"
map,nart,female,"1,010",diabetes," -0.65(0.23),$p$<.01"," -0.02(0.05),$p$=.64",nart,female,"1,010"
map,nart,male,351,intercept,"  4.89(0.40),$p$<.01","  0.07(0.08),$p$=.35",nart,male,351
map,nart,male,351,age,"  0.00(0.02),$p$=.78","  0.00(0.00),$p$=.97",nart,male,351
map,nart,male,351,education,"  0.34(0.03),$p$<.01"," -0.01(0.01),$p$=.34",nart,male,351
map,nart,male,351,height,"  2.05(1.52),$p$=.18","  0.00(0.29),$p$=.98",nart,male,351
map,nart,male,351,smoking,"  0.19(0.19),$p$=.32","  0.06(0.03),$p$=.07",nart,male,351
map,nart,male,351,cardio," -0.20(0.31),$p$=.51"," -0.01(0.06),$p$=.85",nart,male,351
map,nart,male,351,diabetes," -0.16(0.29),$p$=.57"," -0.07(0.06),$p$=.25",nart,male,351
map,num_comp,female,"1,010",intercept," 23.14(0.77),$p$<.01","  0.28(0.16),$p$=.09",num_comp,female,"1,010"
map,num_comp,female,"1,010",age," -0.18(0.03),$p$<.01"," -0.03(0.01),$p$<.01",num_comp,female,"1,010"
map,num_comp,female,"1,010",education,"  0.52(0.08),$p$<.01"," -0.01(0.02),$p$=.43",num_comp,female,"1,010"
map,num_comp,female,"1,010",height," 13.79(2.93),$p$<.01"," -0.13(0.72),$p$=.85",num_comp,female,"1,010"
map,num_comp,female,"1,010",smoking," -0.69(0.41),$p$=.10"," -0.09(0.10),$p$=.35",num_comp,female,"1,010"
map,num_comp,female,"1,010",cardio," -0.70(0.84),$p$=.40","  0.04(0.18),$p$=.83",num_comp,female,"1,010"
map,num_comp,female,"1,010",diabetes," -2.16(0.75),$p$<.01","  0.20(0.21),$p$=.33",num_comp,female,"1,010"
map,num_comp,male,351,intercept," 20.33(1.18),$p$<.01","  0.27(0.31),$p$=.37",num_comp,male,351
map,num_comp,male,351,age," -0.16(0.06),$p$=.01"," -0.03(0.01),$p$=.03",num_comp,male,351
map,num_comp,male,351,education,"  0.54(0.10),$p$<.01"," -0.04(0.03),$p$=.14",num_comp,male,351
map,num_comp,male,351,height," 18.22(5.17),$p$<.01"," -1.53(1.43),$p$=.29",num_comp,male,351
map,num_comp,male,351,smoking,"  0.39(0.70),$p$=.58","  0.25(0.16),$p$=.11",num_comp,male,351
map,num_comp,male,351,cardio," -0.34(1.00),$p$=.73"," -0.00(0.22),$p$=.93",num_comp,male,351
map,num_comp,male,351,diabetes,"  1.95(0.91),$p$=.03"," -0.41(0.22),$p$=.07",num_comp,male,351
map,symbol,female,"1,010",intercept," 35.44(1.05),$p$<.01","  0.51(0.22),$p$=.02",symbol,female,"1,010"
map,symbol,female,"1,010",age," -0.37(0.04),$p$<.01"," -0.06(0.01),$p$<.01",symbol,female,"1,010"
map,symbol,female,"1,010",education,"  1.02(0.10),$p$<.01"," -0.04(0.02),$p$=.06",symbol,female,"1,010"
map,symbol,female,"1,010",height," 14.77(3.91),$p$<.01","  2.15(1.08),$p$=.05",symbol,female,"1,010"
map,symbol,female,"1,010",smoking," -0.77(0.56),$p$=.17"," -0.17(0.14),$p$=.25",symbol,female,"1,010"
map,symbol,female,"1,010",cardio," -1.35(1.19),$p$=.26","  0.13(0.26),$p$=.60",symbol,female,"1,010"
map,symbol,female,"1,010",diabetes," -3.06(1.01),$p$<.01"," -0.27(0.27),$p$=.31",symbol,female,"1,010"
map,symbol,male,351,intercept," 35.99(1.71),$p$<.01"," -0.09(0.42),$p$=.83",symbol,male,351
map,symbol,male,351,age," -0.45(0.08),$p$<.01"," -0.06(0.02),$p$<.01",symbol,male,351
map,symbol,male,351,education,"  0.78(0.16),$p$<.01","  0.03(0.04),$p$=.37",symbol,male,351
map,symbol,male,351,height," 25.56(6.92),$p$<.01"," -0.64(1.89),$p$=.74",symbol,male,351
map,symbol,male,351,smoking," -0.29(0.94),$p$=.75"," -0.02(0.21),$p$=.94",symbol,male,351
map,symbol,male,351,cardio," -0.75(1.22),$p$=.54","  0.30(0.30),$p$=.33",symbol,male,351
map,symbol,male,351,diabetes," -0.03(1.39),$p$=.98"," -0.61(0.31),$p$=.06",symbol,male,351
map,word_de,female,"1,010",intercept,"  5.57(0.20),$p$<.01","  0.13(0.06),$p$=.03",word_de,female,"1,010"
map,word_de,female,"1,010",age," -0.06(0.01),$p$<.01"," -0.01(0.00),$p$<.01",word_de,female,"1,010"
map,word_de,female,"1,010",education,"  0.14(0.02),$p$<.01","  0.00(0.01),$p$=.80",word_de,female,"1,010"
map,word_de,female,"1,010",height,"  2.74(0.86),$p$<.01","  0.10(0.28),$p$=.72",word_de,female,"1,010"
map,word_de,female,"1,010",smoking," -0.34(0.12),$p$<.01"," -0.01(0.04),$p$=.77",word_de,female,"1,010"
map,word_de,female,"1,010",cardio," -0.46(0.28),$p$=.10","  0.02(0.07),$p$=.77",word_de,female,"1,010"
map,word_de,female,"1,010",diabetes," -0.09(0.19),$p$=.63"," -0.02(0.05),$p$=.67",word_de,female,"1,010"
map,word_de,male,351,intercept,"  4.99(0.33),$p$<.01","  0.07(0.11),$p$=.53",word_de,male,351
map,word_de,male,351,age," -0.11(0.01),$p$<.01","  0.00(0.00),$p$=.35",word_de,male,351
map,word_de,male,351,education,"  0.13(0.03),$p$<.01"," -0.01(0.01),$p$=.34",word_de,male,351
map,word_de,male,351,height,"  0.42(1.39),$p$=.76","  0.16(0.49),$p$=.74",word_de,male,351
map,word_de,male,351,smoking," -0.26(0.18),$p$=.16","  0.03(0.06),$p$=.63",word_de,male,351
map,word_de,male,351,cardio,"  0.06(0.28),$p$=.83","  0.04(0.07),$p$=.59",word_de,male,351
map,word_de,male,351,diabetes,"  0.30(0.29),$p$=.29"," -0.07(0.08),$p$=.41",word_de,male,351
map,word_im,female,"1,010",intercept," 16.83(0.39),$p$<.01","  0.41(0.12),$p$<.01",word_im,female,"1,010"
map,word_im,female,"1,010",age," -0.11(0.02),$p$<.01"," -0.01(0.00),$p$<.01",word_im,female,"1,010"
map,word_im,female,"1,010",education,"  0.36(0.04),$p$<.01"," -0.00(0.01),$p$=.77",word_im,female,"1,010"
map,word_im,female,"1,010",height,"  5.11(1.62),$p$<.01"," -0.04(0.52),$p$=.95",word_im,female,"1,010"
map,word_im,female,"1,010",smoking," -0.61(0.22),$p$=.01"," -0.04(0.08),$p$=.57",word_im,female,"1,010"
map,word_im,female,"1,010",cardio," -0.67(0.51),$p$=.19"," -0.02(0.15),$p$=.89",word_im,female,"1,010"
map,word_im,female,"1,010",diabetes,"  0.12(0.42),$p$=.78","  0.07(0.13),$p$=.56",word_im,female,"1,010"
map,word_im,male,351,intercept," 15.36(0.63),$p$<.01","  0.26(0.20),$p$=.19",word_im,male,351
map,word_im,male,351,age," -0.16(0.03),$p$<.01","  0.01(0.01),$p$=.36",word_im,male,351
map,word_im,male,351,education,"  0.31(0.05),$p$<.01"," -0.01(0.02),$p$=.52",word_im,male,351
map,word_im,male,351,height,"  0.69(2.32),$p$=.77","  0.03(0.81),$p$=.94",word_im,male,351
map,word_im,male,351,smoking," -0.29(0.30),$p$=.34"," -0.05(0.11),$p$=.67",word_im,male,351
map,word_im,male,351,cardio,"  0.53(0.47),$p$=.26"," -0.00(0.16),$p$=.99",word_im,male,351
map,word_im,male,351,diabetes,"  0.73(0.49),$p$=.14"," -0.14(0.16),$p$=.40",word_im,male,351
map,word_rec,female,"1,010",intercept,"  9.75(0.09),$p$<.01","  0.01(0.03),$p$=.80",word_rec,female,"1,010"
map,word_rec,female,"1,010",age," -0.01(0.00),$p$<.01"," -0.00(0.00),$p$=.08",word_rec,female,"1,010"
map,word_rec,female,"1,010",education,"  0.01(0.01),$p$=.19","  0.00(0.00),$p$=.88",word_rec,female,"1,010"
map,word_rec,female,"1,010",height,"  0.59(0.44),$p$=.18","  0.16(0.12),$p$=.19",word_rec,female,"1,010"
map,word_rec,female,"1,010",smoking," -0.06(0.05),$p$=.20","  0.00(0.02),$p$=.92",word_rec,female,"1,010"
map,word_rec,female,"1,010",cardio," -0.19(0.16),$p$=.25","  0.03(0.02),$p$=.30",word_rec,female,"1,010"
map,word_rec,female,"1,010",diabetes,"  0.02(0.10),$p$=.85"," -0.00(0.02),$p$=.89",word_rec,female,"1,010"
map,word_rec,male,351,intercept,"  9.61(0.18),$p$<.01","  0.08(0.06),$p$=.15",word_rec,male,351
map,word_rec,male,351,age," -0.04(0.01),$p$<.01","  0.00(0.00),$p$=.67",word_rec,male,351
map,word_rec,male,351,education,"  0.02(0.02),$p$=.17"," -0.01(0.01),$p$=.34",word_rec,male,351
map,word_rec,male,351,height,"  1.11(0.83),$p$=.18"," -0.56(0.27),$p$=.04",word_rec,male,351
map,word_rec,male,351,smoking," -0.19(0.11),$p$=.09","  0.01(0.03),$p$=.83",word_rec,male,351
map,word_rec,male,351,cardio," -0.06(0.18),$p$=.76","  0.08(0.05),$p$=.11",word_rec,male,351
map,word_rec,male,351,diabetes,"  0.20(0.17),$p$=.23"," -0.06(0.06),$p$=.30",word_rec,male,351
nuage,grip,female,934,intercept," 60.57(1.12),$p$<.01"," -2.18(0.28),$p$<.01",grip,female,934
nuage,grip,female,934,age," -0.94(0.11),$p$<.01","  0.02(0.03),$p$=.53",grip,female,934
nuage,grip,female,934,education,"  0.01(0.13),$p$=.95"," -0.02(0.03),$p$=.57",grip,female,934
nuage,grip,female,934,height,"-10.95(8.00),$p$=.17"," -0.94(2.01),$p$=.64",grip,female,934
nuage,grip,female,934,smoking,"  1.22(1.00),$p$=.23","  0.47(0.25),$p$=.06",grip,female,934
nuage,grip,female,934,cardio,"  2.84(1.28),$p$=.03"," -0.55(0.31),$p$=.08",grip,female,934
nuage,grip,female,934,diabetes,"  0.02(1.88),$p$=.99"," -0.49(0.49),$p$=.32",grip,female,934
nuage,grip,male,847,intercept," 80.72(1.37),$p$<.01"," -2.36(0.29),$p$<.01",grip,male,847
nuage,grip,male,847,age," -1.39(0.13),$p$<.01"," -0.03(0.03),$p$=.36",grip,male,847
nuage,grip,male,847,education,"  0.13(0.12),$p$=.27","  0.00(0.02),$p$=.99",grip,male,847
nuage,grip,male,847,height," 59.47(7.30),$p$<.01"," -0.67(1.65),$p$=.68",grip,male,847
nuage,grip,male,847,smoking,"  0.27(1.12),$p$=.81"," -0.12(0.25),$p$=.62",grip,male,847
nuage,grip,male,847,cardio,"  1.38(1.22),$p$=.26","  0.04(0.25),$p$=.88",grip,male,847
nuage,grip,male,847,diabetes," -3.02(1.78),$p$=.09"," -0.35(0.39),$p$=.37",grip,male,847
nuage,mmms,female,934,intercept," 61.15(0.20),$p$<.01"," -0.27(0.09),$p$=.01",mmms,female,934
nuage,mmms,female,934,age," -0.15(0.02),$p$<.01"," -0.04(0.01),$p$<.01",mmms,female,934
nuage,mmms,female,934,education,"  0.22(0.02),$p$<.01","  0.00(0.01),$p$=.67",mmms,female,934
nuage,mmms,female,934,height,"  3.45(1.34),$p$=.43"," -0.32(0.74),$p$=.74",mmms,female,934
nuage,mmms,female,934,smoking,"  0.07(0.17),$p$=.57","  0.07(0.08),$p$=.36",mmms,female,934
nuage,mmms,female,934,cardio," -0.12(0.21),$p$=.46"," -0.06(0.10),$p$=.66",mmms,female,934
nuage,mmms,female,934,diabetes," -0.55(0.32),$p$=.26","  0.00(0.14),$p$=.86",mmms,female,934
nuage,mmms,male,847,intercept," 59.46(0.24),$p$<.01"," -0.37(0.11),$p$<.01",mmms,male,847
nuage,mmms,male,847,age," -0.10(0.02),$p$<.01"," -0.03(0.01),$p$=.04",mmms,male,847
nuage,mmms,male,847,education,"  0.26(0.02),$p$<.01","  0.02(0.01),$p$=.02",mmms,male,847
nuage,mmms,male,847,height,"  4.40(1.36),$p$<.01","  0.84(0.62),$p$=.45",mmms,male,847
nuage,mmms,male,847,smoking,"  0.13(0.20),$p$=.49"," -0.12(0.09),$p$=.19",mmms,male,847
nuage,mmms,male,847,cardio,"  0.20(0.22),$p$=.40","  0.10(0.10),$p$=.37",mmms,male,847
nuage,mmms,male,847,diabetes,"  0.03(0.28),$p$=.91"," -0.11(0.13),$p$=.44",mmms,male,847
octo,block,female,272,intercept," 14.81(0.75),$p$<.01"," -0.22(0.10),$p$=.07",block,female,272
octo,block,female,272,age," -0.60(0.14),$p$<.01","  0.01(0.02),$p$=.73",block,female,272
octo,block,female,272,education,"  0.78(0.19),$p$<.01"," -0.04(0.03),$p$=.26",block,female,272
octo,block,female,272,height," -0.02(0.07),$p$=.80","  0.01(0.01),$p$=.17",block,female,272
octo,block,female,272,smoking," -1.21(0.95),$p$=.16","  0.06(0.14),$p$=.67",block,female,272
octo,block,female,272,cardio," -0.12(0.81),$p$=.88"," -0.16(0.12),$p$=.19",block,female,272
octo,block,female,272,diabetes,"  1.35(2.33),$p$=.56"," -0.04(0.21),$p$=.71",block,female,272
octo,block,male,137,intercept," 16.62(1.48),$p$<.01"," -0.42(0.17),$p$=.01",block,male,137
octo,block,male,137,age," -0.49(0.22),$p$=.04","  0.04(0.03),$p$=.19",block,male,137
octo,block,male,137,education,"  0.63(0.19),$p$<.01","  0.02(0.04),$p$=.61",block,male,137
octo,block,male,137,height,"  0.15(0.09),$p$=.08"," -0.01(0.01),$p$=.62",block,male,137
octo,block,male,137,smoking," -3.60(1.44),$p$=.01","  0.02(0.15),$p$=.77",block,male,137
octo,block,male,137,cardio," -0.69(1.11),$p$=.54"," -0.16(0.16),$p$=.34",block,male,137
octo,block,male,137,diabetes," -2.36(1.29),$p$=.05","  0.24(0.30),$p$=.41",block,male,137
octo,digit_b,female,275,intercept,"  3.86(0.13),$p$<.01"," -0.09(0.03),$p$<.01",digit_b,female,275
octo,digit_b,female,275,age," -0.10(0.02),$p$<.01","  0.01(0.01),$p$=.14",digit_b,female,275
octo,digit_b,female,275,education,"  0.12(0.04),$p$<.01","  0.00(0.01),$p$=.98",digit_b,female,275
octo,digit_b,female,275,height," -0.00(0.01),$p$=.76","  0.00(0.00),$p$=.61",digit_b,female,275
octo,digit_b,female,275,smoking," -0.32(0.19),$p$=.09","  0.04(0.03),$p$=.12",digit_b,female,275
octo,digit_b,female,275,cardio,"  0.06(0.14),$p$=.69"," -0.03(0.03),$p$=.24",digit_b,female,275
octo,digit_b,female,275,diabetes," -0.09(0.30),$p$=.76","  0.04(0.06),$p$=.47",digit_b,female,275
octo,digit_b,male,139,intercept,"  3.95(0.28),$p$<.01"," -0.06(0.09),$p$=.47",digit_b,male,139
octo,digit_b,male,139,age," -0.08(0.04),$p$=.08","  0.00(0.01),$p$=.88",digit_b,male,139
octo,digit_b,male,139,education,"  0.12(0.03),$p$<.01"," -0.00(0.01),$p$=.62",digit_b,male,139
octo,digit_b,male,139,height,"  0.00(0.02),$p$=.91","  0.01(0.00),$p$=.10",digit_b,male,139
octo,digit_b,male,139,smoking," -0.19(0.28),$p$=.49"," -0.03(0.08),$p$=.64",digit_b,male,139
octo,digit_b,male,139,cardio," -0.56(0.24),$p$=.02","  0.09(0.06),$p$=.12",digit_b,male,139
octo,digit_b,male,139,diabetes," -0.30(0.43),$p$=.49"," -0.03(0.12),$p$=.78",digit_b,male,139
octo,digit_f,female,275,intercept,"  5.68(0.12),$p$<.01"," -0.07(0.02),$p$<.01",digit_f,female,275
octo,digit_f,female,275,age," -0.08(0.02),$p$<.01","  0.00(0.00),$p$=.52",digit_f,female,275
octo,digit_f,female,275,education,"  0.14(0.03),$p$<.01"," -0.01(0.00),$p$=.02",digit_f,female,275
octo,digit_f,female,275,height,"  0.01(0.01),$p$=.46"," -0.00(0.00),$p$=.32",digit_f,female,275
octo,digit_f,female,275,smoking," -0.15(0.14),$p$=.29","  0.04(0.03),$p$=.11",digit_f,female,275
octo,digit_f,female,275,cardio,"  0.05(0.12),$p$=.67"," -0.00(0.02),$p$=.85",digit_f,female,275
octo,digit_f,female,275,diabetes,"  0.08(0.26),$p$=.75","  0.00(0.05),$p$=.92",digit_f,female,275
octo,digit_f,male,139,intercept,"  5.91(0.25),$p$<.01"," -0.10(0.06),$p$=.08",digit_f,male,139
octo,digit_f,male,139,age," -0.02(0.03),$p$=.41"," -0.01(0.01),$p$=.08",digit_f,male,139
octo,digit_f,male,139,education,"  0.07(0.02),$p$=.01","  0.01(0.01),$p$=.20",digit_f,male,139
octo,digit_f,male,139,height,"  0.01(0.01),$p$=.42"," -0.00(0.00),$p$=.18",digit_f,male,139
octo,digit_f,male,139,smoking," -0.47(0.23),$p$=.04","  0.06(0.05),$p$=.23",digit_f,male,139
octo,digit_f,male,139,cardio," -0.01(0.19),$p$=.94"," -0.02(0.04),$p$=.51",digit_f,male,139
octo,digit_f,male,139,diabetes," -0.03(0.27),$p$=.92"," -0.00(0.06),$p$=.96",digit_f,male,139
octo,fig_logic,female,273,intercept," 17.15(0.40),$p$<.01"," -0.15(0.07),$p$=.05",fig_logic,female,273
octo,fig_logic,female,273,age," -0.31(0.09),$p$<.01","  0.01(0.02),$p$=.77",fig_logic,female,273
octo,fig_logic,female,273,education,"  0.36(0.14),$p$=.01"," -0.04(0.03),$p$=.20",fig_logic,female,273
octo,fig_logic,female,273,height," -0.02(0.05),$p$=.72","  0.00(0.01),$p$=.54",fig_logic,female,273
octo,fig_logic,female,273,smoking," -0.81(0.33),$p$=.01","  0.14(0.07),$p$=.05",fig_logic,female,273
octo,fig_logic,female,273,cardio,"--,$p$=  ----","--,$p$=  ----",fig_logic,female,273
octo,fig_logic,female,273,diabetes,"  0.97(0.91),$p$=.29"," -0.08(0.18),$p$=.65",fig_logic,female,273
octo,fig_logic,male,138,intercept," 17.61(0.73),$p$<.01","  0.08(0.19),$p$=.68",fig_logic,male,138
octo,fig_logic,male,138,age," -0.13(0.12),$p$=.27","  0.00(0.04),$p$=.99",fig_logic,male,138
octo,fig_logic,male,138,education,"  0.35(0.10),$p$<.01"," -0.02(0.03),$p$=.46",fig_logic,male,138
octo,fig_logic,male,138,height,"  0.04(0.05),$p$=.41","  0.02(0.01),$p$=.16",fig_logic,male,138
octo,fig_logic,male,138,smoking," -1.06(0.32),$p$<.01"," -0.05(0.07),$p$=.47",fig_logic,male,138
octo,fig_logic,male,138,cardio,"--,$p$=  ----","--,$p$=  ----",fig_logic,male,138
octo,fig_logic,male,138,diabetes," -1.08(1.22),$p$=.37","  0.46(0.37),$p$=.22",fig_logic,male,138
octo,gait,female,272,intercept," 10.27(0.46),$p$<.01","  0.53(0.36),$p$=.15",gait,female,272
octo,gait,female,272,age,"  0.32(0.09),$p$<.01"," -0.01(0.05),$p$=.89",gait,female,272
octo,gait,female,272,education," -0.31(0.13),$p$=.01"," -0.03(0.06),$p$=.65",gait,female,272
octo,gait,female,272,height," -0.04(0.05),$p$=.40","  0.01(0.03),$p$=.74",gait,female,272
octo,gait,female,272,smoking,"  0.04(0.74),$p$=.96","  0.06(0.21),$p$=.80",gait,female,272
octo,gait,female,272,cardio,"  0.73(0.51),$p$=.15"," -0.20(0.24),$p$=.42",gait,female,272
octo,gait,female,272,diabetes,"  1.61(1.44),$p$=.27","  1.03(1.00),$p$=.31",gait,female,272
octo,gait,male,138,intercept,"  9.15(0.65),$p$<.01","  0.20(0.18),$p$=.26",gait,male,138
octo,gait,male,138,age,"  0.30(0.10),$p$<.01"," -0.01(0.03),$p$=.72",gait,male,138
octo,gait,male,138,education," -0.08(0.10),$p$=.39","  0.00(0.02),$p$=.87",gait,male,138
octo,gait,male,138,height," -0.05(0.04),$p$=.20","  0.01(0.01),$p$=.46",gait,male,138
octo,gait,male,138,smoking,"  0.96(0.56),$p$=.09"," -0.09(0.14),$p$=.53",gait,male,138
octo,gait,male,138,cardio,"  1.30(0.53),$p$=.01","  0.22(0.14),$p$=.13",gait,male,138
octo,gait,male,138,diabetes,"  1.22(0.81),$p$=.13","  0.10(0.23),$p$=.68",gait,male,138
octo,grip,female,272,intercept,"  9.16(0.22),$p$<.01"," -0.34(0.03),$p$<.01",grip,female,272
octo,grip,female,272,age," -0.16(0.04),$p$<.01"," -0.00(0.01),$p$=.70",grip,female,272
octo,grip,female,272,education,"  0.21(0.07),$p$<.01"," -0.01(0.01),$p$=.34",grip,female,272
octo,grip,female,272,height,"  0.09(0.02),$p$<.01"," -0.00(0.00),$p$=.50",grip,female,272
octo,grip,female,272,smoking," -0.37(0.17),$p$=.03","  0.01(0.02),$p$=.73",grip,female,272
octo,grip,female,272,cardio," -0.17(0.25),$p$=.51","  0.00(0.04),$p$=.98",grip,female,272
octo,grip,female,272,diabetes,"  0.04(0.50),$p$=.94"," -0.06(0.10),$p$=.59",grip,female,272
octo,grip,male,139,intercept," 12.09(0.42),$p$<.01"," -0.35(0.08),$p$<.01",grip,male,139
octo,grip,male,139,age," -0.17(0.07),$p$=.02"," -0.04(0.02),$p$=.05",grip,male,139
octo,grip,male,139,education," -0.12(0.05),$p$=.01","  0.00(0.01),$p$=.70",grip,male,139
octo,grip,male,139,height,"  0.11(0.04),$p$<.01"," -0.01(0.01),$p$=.12",grip,male,139
octo,grip,male,139,smoking," -0.08(0.18),$p$=.67"," -0.01(0.04),$p$=.84",grip,male,139
octo,grip,male,139,cardio," -0.41(0.40),$p$=.31"," -0.23(0.07),$p$<.01",grip,male,139
octo,grip,male,139,diabetes," -1.58(0.68),$p$=.02"," -0.09(0.11),$p$=.41",grip,male,139
octo,mir,female,272,intercept,"  7.81(0.20),$p$<.01"," -0.05(0.05),$p$=.30",mir,female,272
octo,mir,female,272,age," -0.16(0.05),$p$<.01"," -0.02(0.01),$p$=.15",mir,female,272
octo,mir,female,272,education,"  0.04(0.07),$p$=.55"," -0.00(0.02),$p$=.85",mir,female,272
octo,mir,female,272,height," -0.01(0.02),$p$=.49","  0.00(0.01),$p$=.45",mir,female,272
octo,mir,female,272,smoking," -0.06(0.14),$p$=.69"," -0.01(0.05),$p$=.82",mir,female,272
octo,mir,female,272,cardio,"--,$p$=  ----","--,$p$=  ----",mir,female,272
octo,mir,female,272,diabetes,"  0.30(0.43),$p$=.49","  0.03(0.11),$p$=.78",mir,female,272
