"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pc_TAU_00","pc_TAU_00_se","pc_TAU_00_pval","pc_TAU_11","pc_TAU_11_se","pc_TAU_11_pval","pc_TAU_01","pc_TAU_01_se","pc_TAU_01_pval","pc_TAU_10","pc_TAU_10_se","pc_TAU_10_pval","pc_SIGMA","pc_SIGMA_se","pc_SIGMA_pval","pp_TAU_00","pp_TAU_00_se","pp_TAU_00_pval","pp_TAU_11","pp_TAU_11_se","pp_TAU_11_pval","pp_TAU_01","pp_TAU_01_se","pp_TAU_01_pval","p_SIGMA","p_SIGMA_se","p_SIGMA_pval","cc_TAU_00","cc_TAU_00_se","cc_TAU_00_pval","cc_TAU_11","cc_TAU_11_se","cc_TAU_11_pval","cc_TAU_10","cc_TAU_10_se","cc_TAU_10_pval","c_SIGMA","c_SIGMA_se","c_SIGMA_pval","p_GAMMA_00","p_GAMMA_00_se","p_GAMMA_00_pval","p_GAMMA_10","p_GAMMA_10_se","p_GAMMA_10_pval","c_GAMMA_00","c_GAMMA_00_se","c_GAMMA_00_pval","c_GAMMA_10","c_GAMMA_10_se","c_GAMMA_10_pval"
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:37 PM","satsa","b1","male","aeh","pulmonary","knowledge","fev","synon",TRUE,338,7,NA,29,-3735.514,7529.027,7639.896,7547.903,7534.67635064935,"b1_male_aeh_pulmonary_knowledge_fev_synon.out"," satsa.dat",0.266,0.197,0.178,0,0.001,0.661,0.003,0.01,0.753,-0.01,0.012,0.401,0.019,0.025,0.454,0.293,0.034,0,0,0,0.004,0.001,0.002,0.731,0.093,0.003,0,21.833,2.342,0,0.006,0.004,0.075,-0.035,0.072,0.623,3.881,0.22,0,2.428,0.057,0,-0.042,0.005,0,16.029,0.403,0,-0.086,0.024,0
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:07 PM","satsa","b1","male","aeh","pulmonary","memory","fev","digitsforward",TRUE,338,7,NA,29,-2456.263,4970.527,5081.395,4989.402,4976.17635064935,"b1_male_aeh_pulmonary_memory_fev_digitsforward.out"," satsa.dat",0.062,0.037,0.1,0,0,0.872,0.004,0.003,0.254,0,0.002,0.92,0.009,0.011,0.435,0.294,0.034,0,0,0,0.004,0.001,0.002,0.709,0.093,0.003,0,0.642,0.095,0,0,0,0.767,-0.002,0.005,0.693,0.688,0.03,0,2.429,0.057,0,-0.043,0.005,0,5.262,0.103,0,-0.018,0.009,0.04
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:32 PM","satsa","b1","male","aeh","pulmonary","memory","fev","figurememory",TRUE,337,7,NA,29,-3891.849,7841.697,7952.48,7860.488,7847.364752443,"b1_male_aeh_pulmonary_memory_fev_figurememory.out"," satsa.dat",0.348,0.17,0.041,0,0.001,0.455,0.011,0.013,0.411,-0.015,0.011,0.155,0.009,0.035,0.79,0.292,0.034,0,0,0,0.005,0.001,0.002,0.661,0.093,0.003,0,12.141,1.701,0,0.013,0.007,0.046,-0.14,0.082,0.087,7.583,0.327,0,2.431,0.058,0,-0.043,0.005,0,18.434,0.356,0,-0.184,0.03,0
"Mplus VERSION 7.3 (Mac)","0.1","06/15/2015"," 9:54 PM","satsa","b1","male","aeh","pulmonary","reasoning","fev","block",TRUE,338,7,NA,29,-4241.701,8541.402,8652.271,8560.278,8547.05135064935,"b1_male_aeh_pulmonary_reasoning_fev_block.out"," satsa.dat",0.78,0.245,0.001,0.001,0.001,0.11,0.014,0.017,0.421,-0.031,0.016,0.058,0.001,0.046,0.984,0.294,0.034,0,0,0,0.005,0.001,0.002,0.738,0.093,0.003,0,34.88,3.873,0,0.043,0.011,0,-0.325,0.178,0.068,9.511,0.49,0,2.424,0.058,0,-0.042,0.005,0,15.933,0.572,0,-0.422,0.045,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:15 PM","satsa","b1","male","aeh","pulmonary","speed","fev","figid",TRUE,338,7,NA,29,-4458.694,8975.387,9086.255,8994.263,8981.03635064935,"b1_male_aeh_pulmonary_speed_fev_figid.out"," satsa.dat",0.612,0.238,0.01,0.001,0.001,0.38,0.008,0.022,0.728,-0.01,0.016,0.529,-0.055,0.049,0.265,0.294,0.034,0,0,0,0.005,0.001,0.002,0.704,0.093,0.004,0,28.909,3.466,0,0.073,0.018,0,-0.169,0.203,0.403,16.081,0.824,0,2.431,0.057,0,-0.043,0.005,0,25.368,0.617,0,-0.587,0.065,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:03 PM","satsa","b1","male","aeh","pulmonary","speed","fev","symbol",TRUE,338,7,NA,29,-4697.534,9453.069,9563.937,9471.945,9458.71835064935,"b1_male_aeh_pulmonary_speed_fev_symbol.out"," satsa.dat",1.048,0.319,0.001,0.001,0.001,0.147,0.017,0.02,0.395,-0.03,0.018,0.105,-0.032,0.06,0.594,0.293,0.03,0,0,0,0.006,0.001,0.001,0.622,0.093,0.009,0,76.207,7.517,0,0.078,0.024,0.001,-0.884,0.363,0.015,24.248,1.73,0,2.429,0.05,0,-0.043,0.004,0,31.951,0.867,0,-0.978,0.071,0
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:25 PM","satsa","b1","male","aeh","pulmonary","visuospatial","fev","rotations",TRUE,337,7,NA,29,-5286.732,10631.464,10742.247,10650.255,10637.131752443,"b1_male_aeh_pulmonary_visuospatial_fev_rotations.out"," satsa.dat",1.835,0.625,0.003,0.002,0.003,0.48,0.026,0.049,0.6,-0.044,0.039,0.25,0.086,0.128,0.502,0.293,0.034,0,0,0,0.004,0.001,0.002,0.689,0.093,0.003,0,219.56,27.224,0,0.268,0.107,0.013,-0.816,1.346,0.544,111.721,5.718,0,2.431,0.057,0,-0.043,0.005,0,48.09,1.997,0,-1.448,0.159,0
"Mplus VERSION 7.3 (Mac)","0.1","02/28/2015"," 1:40 PM","satsa","b1","male","aehplus","muscle","global","grip","mmse",TRUE,300,7,NA,41,-6355.418,12792.836,12944.691,12814.664,12806.1848372093,"b1_male_aehplus_muscle_global_grip_mmse.out"," satsa.dat",2.193,2.13,0.303,0.011,0.021,0.588,0.055,0.23,0.813,-0.007,0.264,0.98,0.742,1.335,0.578,27.575,15.459,0.074,0.038,0.118,0.75,0.806,1.137,0.479,117.006,3.574,0,1.852,0.255,0,0.015,0.003,0,-0.037,0.029,0.198,1.871,0.076,0,37.574,1.578,0,-0.867,0.22,0,27.13,0.238,0,-0.136,0.03,0
"Mplus VERSION 7.3 (Mac)","0.1","02/28/2015"," 1:41 PM","satsa","b1","male","aehplus","muscle","knowledge","grip","anal",TRUE,300,7,NA,41,-6704.934,13491.869,13643.724,13513.696,13505.2178372093,"b1_male_aehplus_muscle_knowledge_grip_anal.out"," satsa.dat",1.151,3.388,0.734,0.006,0.023,0.79,0.09,0.285,0.751,0.165,0.335,0.623,3.608,2.34,0.123,27.397,14.951,0.067,0.036,0.123,0.768,0.793,1.112,0.476,117.099,3.666,0,6.859,1.05,0,0.004,0.005,0.396,-0.04,0.073,0.578,5.589,0.313,0,37.728,1.495,0,-0.87,0.199,0,13.127,0.472,0,-0.112,0.039,0.004
"Mplus VERSION 7.3 (Mac)","0.1","02/28/2015"," 1:42 PM","satsa","b1","male","aehplus","muscle","knowledge","grip","info",TRUE,300,7,NA,41,-7277.442,14636.885,14788.74,14658.712,14650.2338372093,"b1_male_aehplus_muscle_knowledge_grip_info.out"," satsa.dat",4.482,7.529,0.552,0.023,0.043,0.587,0.255,0.365,0.485,-0.255,0.685,0.71,1.039,2.713,0.702,26.192,15.018,0.081,0.039,0.116,0.74,0.811,1.09,0.457,117.552,3.285,0,40.093,4.551,0,0.043,0.011,0,-0.45,0.199,0.023,7.404,0.36,0,37.69,1.54,0,-0.869,0.205,0,30.598,0.849,0,-0.163,0.057,0.005
"Mplus VERSION 7.3 (Mac)","0.1","02/28/2015"," 1:43 PM","satsa","b1","male","aehplus","muscle","knowledge","grip","synon",TRUE,300,7,NA,41,-6843.537,13769.074,13920.929,13790.902,13782.4228372093,"b1_male_aehplus_muscle_knowledge_grip_synon.out"," satsa.dat",6.517,4.907,0.184,-0.003,0.023,0.896,-0.079,0.275,0.775,0.072,0.47,0.878,-0.707,1.823,0.698,27.489,16.126,0.088,0.031,0.116,0.787,0.811,1.109,0.465,117.271,3.04,0,20.595,2.514,0,0.008,0.004,0.083,-0.066,0.089,0.455,4.001,0.255,0,37.672,1.605,0,-0.864,0.205,0,15.91,0.588,0,-0.073,0.037,0.046
"Mplus VERSION 7.3 (Mac)","0.1","02/28/2015"," 1:45 PM","satsa","b1","male","aehplus","muscle","speed","grip","symbol",TRUE,300,7,NA,41,-7665.914,15413.828,15565.683,15435.655,15427.1768372093,"b1_male_aehplus_muscle_speed_grip_symbol.out"," satsa.dat",16.482,9.399,0.08,0.007,0.056,0.894,0.081,0.636,0.899,0.461,1.013,0.649,4.439,4.446,0.318,27.376,14.834,0.065,0.032,0.115,0.779,0.834,1.077,0.438,117.254,2.966,0,76.481,9.29,0,0.073,0.028,0.009,-0.849,0.389,0.029,23.63,1.056,0,37.721,1.484,0,-0.882,0.192,0,32.78,1.181,0,-0.884,0.084,0
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:17 PM","satsa","b1","male","aehplus","pulmonary","executive","fev","digitsback",TRUE,300,7,NA,41,-2215.486,4512.972,4664.828,4534.8,4526.3208372093,"b1_male_aehplus_pulmonary_executive_fev_digitsback.out"," satsa.dat",0.094,0.042,0.027,0,0,0.573,0.002,0.004,0.627,0.001,0.003,0.803,-0.009,0.01,0.4,0.269,0.035,0,0,0,0.014,0.001,0.002,0.425,0.09,0.004,0,0.675,0.112,0,0,0.001,0.547,-0.003,0.006,0.669,0.834,0.038,0,2.555,0.074,0,-0.046,0.007,0,3.852,0.166,0,-0.051,0.014,0
"Mplus VERSION 7.3 (Mac)","0.1","02/28/2015"," 1:46 PM","satsa","b1","male","aehplus","pulmonary","global","fev","mmse",TRUE,300,7,NA,41,-2761.762,5605.524,5757.379,5627.351,5618.8728372093,"b1_male_aehplus_pulmonary_global_fev_mmse.out"," satsa.dat",0.114,0.088,0.196,0.001,0.001,0.284,0.005,0.011,0.674,-0.006,0.007,0.376,0.021,0.02,0.292,0.269,0.034,0,0,0,0.016,0.001,0.002,0.509,0.09,0.004,0,1.855,0.25,0,0.015,0.003,0,-0.039,0.03,0.191,1.874,0.078,0,2.55,0.079,0,-0.044,0.007,0,27.129,0.24,0,-0.136,0.03,0
"Mplus VERSION 7.3 (Mac)","0.1","02/28/2015"," 1:47 PM","satsa","b1","male","aehplus","pulmonary","knowledge","fev","anal",TRUE,300,7,NA,41,-3114.691,6311.382,6463.237,6333.209,6324.7308372093,"b1_male_aehplus_pulmonary_knowledge_fev_anal.out"," satsa.dat",0.148,0.14,0.292,0,0.001,0.93,0.018,0.011,0.093,0.002,0.009,0.851,0.044,0.038,0.241,0.271,0.034,0,0,0,0.022,0.001,0.002,0.443,0.09,0.004,0,6.816,1.071,0,0.004,0.005,0.427,-0.03,0.067,0.656,5.604,0.315,0,2.554,0.074,0,-0.046,0.007,0,13.195,0.479,0,-0.136,0.037,0
"Mplus VERSION 7.3 (Mac)","0.1","02/28/2015"," 1:48 PM","satsa","b1","male","aehplus","pulmonary","knowledge","fev","info",TRUE,300,7,NA,41,-3680.256,7442.512,7594.367,7464.34,7455.8608372093,"b1_male_aehplus_pulmonary_knowledge_fev_info.out"," satsa.dat",0.35,0.269,0.194,0,0.001,0.956,0.015,0.015,0.327,-0.009,0.02,0.655,0.084,0.041,0.042,0.268,0.034,0,0,0,0.02,0.001,0.002,0.411,0.091,0.004,0,39.665,4.393,0,0.04,0.011,0,-0.414,0.193,0.031,7.47,0.37,0,2.55,0.074,0,-0.045,0.007,0,30.664,0.811,0,-0.173,0.058,0.003
"Mplus VERSION 7.3 (Mac)","0.1","02/28/2015"," 1:49 PM","satsa","b1","male","aehplus","pulmonary","knowledge","fev","synon",TRUE,300,7,NA,41,-3246.985,6575.97,6727.825,6597.797,6589.3188372093,"b1_male_aehplus_pulmonary_knowledge_fev_synon.out"," satsa.dat",0.301,0.202,0.135,0,0.001,0.793,0.005,0.011,0.615,-0.007,0.012,0.541,0.024,0.028,0.379,0.269,0.034,0,0,0,0.014,0.001,0.002,0.437,0.09,0.004,0,20.511,2.527,0,0.007,0.004,0.1,-0.061,0.085,0.473,4.007,0.248,0,2.552,0.073,0,-0.046,0.007,0,15.904,0.559,0,-0.076,0.036,0.035
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:09 PM","satsa","b1","male","aehplus","pulmonary","memory","fev","digitsforward",TRUE,300,7,NA,41,-2136.357,4354.715,4506.57,4376.542,4368.0638372093,"b1_male_aehplus_pulmonary_memory_fev_digitsforward.out"," satsa.dat",0.06,0.045,0.188,0,0,0.912,0.004,0.004,0.352,0.001,0.003,0.668,0.011,0.013,0.376,0.27,0.035,0,0,0,0.016,0.001,0.002,0.452,0.09,0.004,0,0.641,0.11,0,0,0,0.675,-0.002,0.006,0.804,0.699,0.033,0,2.554,0.075,0,-0.046,0.007,0,5.35,0.134,0,-0.025,0.013,0.055
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:33 PM","satsa","b1","male","aehplus","pulmonary","memory","fev","figurememory",TRUE,299,7,NA,41,-3373.777,6829.553,6981.272,6851.245,6842.95377821012,"b1_male_aehplus_pulmonary_memory_fev_figurememory.out"," satsa.dat",0.401,0.175,0.021,0,0.001,0.911,0.007,0.013,0.609,-0.01,0.011,0.361,0.011,0.038,0.777,0.268,0.034,0,0,0,0.018,0.001,0.002,0.391,0.09,0.004,0,11.695,1.81,0,0.01,0.007,0.15,-0.074,0.087,0.392,7.564,0.37,0,2.558,0.075,0,-0.046,0.007,0,18.49,0.517,0,-0.161,0.044,0
"Mplus VERSION 7.3 (Mac)","0.1","06/15/2015"," 9:57 PM","satsa","b1","male","aehplus","pulmonary","reasoning","fev","block",TRUE,300,7,NA,41,-3697.381,7476.763,7628.618,7498.59,7490.1118372093,"b1_male_aehplus_pulmonary_reasoning_fev_block.out"," satsa.dat",0.687,0.258,0.008,0.001,0.001,0.233,0.017,0.018,0.342,-0.018,0.016,0.268,-0.005,0.05,0.919,0.27,0.034,0,0,0,0.019,0.001,0.002,0.443,0.091,0.004,0,33.123,3.902,0,0.044,0.013,0.001,-0.265,0.192,0.167,9.73,0.553,0,2.55,0.074,0,-0.045,0.007,0,16.128,0.754,0,-0.418,0.065,0
"Mplus VERSION 7.3 (Mac)","0.1","02/28/2015"," 1:50 PM","satsa","b1","male","aehplus","pulmonary","speed","fev","symbol",TRUE,300,7,NA,41,-4076.52,8235.04,8386.895,8256.867,8248.3888372093,"b1_male_aehplus_pulmonary_speed_fev_symbol.out"," satsa.dat",0.993,0.349,0.004,0.001,0.001,0.409,0.024,0.021,0.245,-0.021,0.02,0.283,0.004,0.059,0.942,0.27,0.029,0,0,0,0.02,0.001,0.001,0.251,0.09,0.009,0,76.728,7.996,0,0.072,0.027,0.007,-0.819,0.381,0.032,23.592,1.893,0,2.553,0.074,0,-0.046,0.005,0,32.861,1.313,0,-0.914,0.09,0
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:27 PM","satsa","b1","male","aehplus","pulmonary","visuospatial","fev","rotations",TRUE,299,7,NA,41,-4580.919,9243.839,9395.557,9265.53,9257.23977821012,"b1_male_aehplus_pulmonary_visuospatial_fev_rotations.out"," satsa.dat",1.504,0.691,0.029,0.001,0.003,0.726,0.054,0.051,0.297,-0.02,0.044,0.657,0.057,0.149,0.703,0.27,0.035,0,0,0,0.015,0.001,0.002,0.452,0.09,0.004,0,228.542,30.499,0,0.25,0.126,0.047,-0.834,1.492,0.576,109.689,6.039,0,2.556,0.073,0,-0.046,0.007,0,49.544,2.652,0,-1.572,0.202,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:52 PM","satsa","b1","male","age","muscle","global","grip","mmse",TRUE,347,7,NA,21,-7411.858,14865.716,14946.552,14879.933,14868.5590769231,"b1_male_age_muscle_global_grip_mmse.out"," satsa.dat",4.205,1.781,0.018,0.01,0.015,0.483,-0.043,0.174,0.806,0.04,0.202,0.843,0.213,0.935,0.82,37.078,13.025,0.004,0.025,0.09,0.785,0.665,0.947,0.483,102.683,2.13,0,2.1,0.218,0,0.016,0.003,0,-0.042,0.021,0.046,1.852,0.065,0,38.473,0.98,0,-0.923,0.138,0,27.755,0.176,0,-0.15,0.02,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:43 PM","satsa","b1","male","age","muscle","knowledge","grip","anal",TRUE,347,7,NA,21,-7869.885,15781.77,15862.606,15795.988,15784.6130769231,"b1_male_age_muscle_knowledge_grip_anal.out"," satsa.dat",2.088,3.131,0.505,0.005,0.017,0.76,0.11,0.218,0.613,0.198,0.286,0.489,3.244,1.823,0.075,35.665,12.613,0.005,0.022,0.093,0.814,0.639,0.929,0.491,103.067,2.084,0,10.249,1.408,0,0.004,0.004,0.326,-0.02,0.072,0.776,5.533,0.286,0,38.584,0.935,0,-0.895,0.128,0,14.222,0.328,0,-0.108,0.025,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:18 PM","satsa","b1","male","age","muscle","knowledge","grip","info",TRUE,347,7,NA,21,-8506.263,17054.525,17135.361,17068.743,17057.3680769231,"b1_male_age_muscle_knowledge_grip_info.out"," satsa.dat",4.696,6.446,0.466,0.018,0.031,0.574,0.351,0.304,0.248,-0.135,0.554,0.808,1.129,1.928,0.558,34.625,12.353,0.005,0.021,0.089,0.817,0.672,0.915,0.462,103.473,1.926,0,46.833,4.571,0,0.052,0.01,0,-0.386,0.189,0.042,7.074,0.304,0,38.555,0.932,0,-0.891,0.13,0,32.663,0.55,0,-0.201,0.04,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:30 PM","satsa","b1","male","age","muscle","knowledge","grip","synon",TRUE,347,7,NA,21,-8016.317,16074.633,16155.469,16088.851,16077.4760769231,"b1_male_age_muscle_knowledge_grip_synon.out"," satsa.dat",7.67,4.529,0.09,-0.001,0.017,0.969,-0.092,0.212,0.663,0.119,0.411,0.773,-0.586,1.412,0.678,35.594,12.709,0.005,0.017,0.089,0.846,0.66,0.915,0.471,103.304,1.541,0,28.848,3.064,0,0.007,0.004,0.049,-0.095,0.086,0.268,3.908,0.221,0,38.574,0.945,0,-0.896,0.133,0,17.785,0.396,0,-0.108,0.021,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:08 PM","satsa","b1","male","age","muscle","speed","grip","figid",TRUE,347,7,NA,21,-8730.851,17503.701,17584.537,17517.919,17506.5440769231,"b1_male_age_muscle_speed_grip_figid.out"," satsa.dat",13.338,5.306,0.012,0.018,0.044,0.684,-0.013,0.515,0.979,0.133,0.59,0.822,-4.441,2.543,0.081,37.058,12.908,0.004,0.02,0.089,0.826,0.61,0.929,0.511,102.866,1.63,0,34.325,3.908,0,0.072,0.018,0,-0.029,0.193,0.882,15.785,0.766,0,38.648,0.943,0,-0.923,0.129,0,26.789,0.51,0,-0.573,0.058,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:05 PM","satsa","b1","male","age","muscle","speed","grip","symbol",TRUE,347,7,NA,21,-8988.148,18018.296,18099.132,18032.514,18021.1390769231,"b1_male_age_muscle_speed_grip_symbol.out"," satsa.dat",19.381,8.727,0.026,0.011,0.045,0.811,-0.012,0.528,0.982,0.374,0.815,0.646,4.353,3.687,0.238,35.653,12.446,0.004,0.019,0.089,0.835,0.661,0.907,0.466,103.218,1.722,0,92.376,9.885,0,0.081,0.026,0.002,-0.615,0.377,0.102,24.063,1.011,0,38.617,0.939,0,-0.916,0.127,0,34.487,0.75,0,-0.94,0.056,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:56 PM","satsa","b1","male","age","pulmonary","global","fev","mmse",TRUE,346,7,NA,21,-3290.327,6622.654,6703.429,6636.811,6625.50585185185,"b1_male_age_pulmonary_global_fev_mmse.out"," satsa.dat",0.198,0.089,0.027,0.001,0.001,0.158,0.005,0.009,0.606,-0.01,0.007,0.139,0.014,0.017,0.423,0.336,0.039,0,0,0,0.002,0,0.002,0.933,0.093,0.003,0,2.085,0.209,0,0.016,0.002,0,-0.043,0.022,0.049,1.847,0.065,0,2.522,0.056,0,-0.043,0.005,0,27.752,0.174,0,-0.15,0.02,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:39 PM","satsa","b1","male","age","pulmonary","knowledge","fev","anal",TRUE,347,7,NA,21,-3748.336,7538.672,7619.508,7552.89,7541.51507692308,"b1_male_age_pulmonary_knowledge_fev_anal.out"," satsa.dat",0.402,0.151,0.008,0,0,0.968,0.015,0.008,0.063,0,0.009,0.983,0.049,0.033,0.137,0.338,0.039,0,0,0,0.004,0,0.002,0.792,0.093,0.003,0,10.167,1.4,0,0.004,0.004,0.376,-0.008,0.071,0.912,5.548,0.284,0,2.528,0.052,0,-0.045,0.004,0,14.24,0.327,0,-0.122,0.024,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:24 PM","satsa","b1","male","age","pulmonary","knowledge","fev","info",TRUE,347,7,NA,25,-5986.014,12022.028,12118.261,12038.953,12026.0778442368,"b1_male_age_pulmonary_knowledge_fev_info.out"," satsa.dat",0.733,0.296,0.013,0,0.001,0.898,0.006,0.015,0.671,-0.013,0.018,0.471,0.072,0.036,0.044,0.337,0.04,0,0,0,0.003,0,0.002,0.798,0.093,0.003,0,46.596,4.663,0,0.05,0.009,0,-0.366,0.189,0.053,7.106,0.304,0,2.525,0.055,0,-0.044,0.004,0,32.68,0.592,0,-0.2,0.04,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:34 PM","satsa","b1","male","age","pulmonary","knowledge","fev","synon",TRUE,347,7,NA,21,-3889.198,7820.397,7901.233,7834.614,7823.24007692308,"b1_male_age_pulmonary_knowledge_fev_synon.out"," satsa.dat",0.64,0.222,0.004,0,0,0.478,0,0.01,0.98,-0.013,0.013,0.312,0.016,0.025,0.517,0.337,0.039,0,0,0,0.002,0,0.002,0.831,0.093,0.003,0,28.726,2.982,0,0.007,0.003,0.054,-0.087,0.082,0.29,3.916,0.215,0,2.525,0.052,0,-0.044,0.004,0,17.775,0.385,0,-0.11,0.02,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:13 PM","satsa","b1","male","age","pulmonary","speed","fev","figid",TRUE,347,7,NA,21,-4608.544,9259.088,9339.924,9273.305,9261.93107692308,"b1_male_age_pulmonary_speed_fev_figid.out"," satsa.dat",0.951,0.272,0,0.001,0.001,0.4,0.017,0.021,0.411,-0.013,0.016,0.417,-0.058,0.046,0.205,0.338,0.039,0,0,0,0.004,0,0.002,0.817,0.093,0.003,0,33.635,3.737,0,0.071,0.017,0,0.01,0.183,0.956,15.867,0.792,0,2.53,0.052,0,-0.045,0.004,0,26.801,0.5,0,-0.574,0.057,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:06 PM","satsa","b1","male","age","pumonary","speed","fev","symbol",TRUE,347,7,NA,21,-4865.916,9773.832,9854.668,9788.049,9776.67507692308,"b1_male_age_pumonary_speed_fev_symbol.out"," satsa.dat",1.595,0.374,0,0.001,0.001,0.18,0.023,0.023,0.307,-0.029,0.021,0.163,-0.037,0.058,0.531,0.337,0.03,0,0,0,0.01,0,0.001,0.73,0.093,0.008,0,92.298,8.332,0,0.082,0.024,0.001,-0.573,0.381,0.132,24,1.693,0,2.524,0.048,0,-0.045,0.003,0,34.492,0.838,0,-0.958,0.068,0
