software,version,date,time,output_file,data_file,file_path,study_name,model_number,subgroup,model_type,subject_count,wave_count,datapoint_count,parameter_count,ll,aic,bic,adj_bic,aaic,has_converged,trust_all,mistrust,covar_covered,ab_tau_00_est,ab_tau_00_se,ab_tau_00_wald,ab_tau_00_pval,ab_tau_11_est,ab_tau_11_se,ab_tau_11_wald,ab_tau_11_pval,ab_tau_01_est,ab_tau_01_se,ab_tau_01_wald,ab_tau_01_pval,ab_tau_10_est,ab_tau_10_se,ab_tau_10_wald,ab_tau_10_pval,ab_sigma_00_est,ab_sigma_00_se,ab_sigma_00_wald,ab_sigma_00_pval,aa_tau_00_est,aa_tau_00_se,aa_tau_00_wald,aa_tau_00_pval,aa_tau_11_est,aa_tau_11_se,aa_tau_11_wald,aa_tau_11_pval,aa_tau_01_est,aa_tau_01_se,aa_tau_01_wald,aa_tau_01_pval,a_sigma_00_est,a_sigma_00_se,a_sigma_00_wald,a_sigma_00_pval,bb_tau_00_est,bb_tau_00_se,bb_tau_00_wald,bb_tau_00_pval,bb_tau_11_est,bb_tau_11_se,bb_tau_11_wald,bb_tau_11_pval,bb_tau_10_est,bb_tau_10_se,bb_tau_10_wald,bb_tau_10_pval,b_sigma_00_est,b_sigma_00_se,b_sigma_00_wald,b_sigma_00_pval,a_gamma_00_est,a_gamma_00_se,a_gamma_00_wald,a_gamma_00_pval,a_gamma_10_est,a_gamma_10_se,a_gamma_10_wald,a_gamma_10_pval,b_gamma_00_est,b_gamma_00_se,b_gamma_00_wald,b_gamma_00_pval,b_gamma_10_est,b_gamma_10_se,b_gamma_10_wald,b_gamma_10_pval,er_tau_00_est,er_tau_00_se,er_tau_00_wald,er_tau_00_pval,er_tau_11_est,er_tau_11_se,er_tau_11_wald,er_tau_11_pval,er_sigma_00_est,er_sigma_00_se,er_sigma_00_wald,er_sigma_00_pval,a_gamma_01_est,a_gamma_01_se,a_gamma_01_wald,a_gamma_01_pval,a_gamma_11_est,a_gamma_11_se,a_gamma_11_wald,a_gamma_11_pval,b_gamma_01_est,b_gamma_01_se,b_gamma_01_wald,b_gamma_01_pval,b_gamma_11_est,b_gamma_11_se,b_gamma_11_wald,b_gamma_11_pval,a_gamma_02_est,a_gamma_02_se,a_gamma_02_wald,a_gamma_02_pval,a_gamma_12_est,a_gamma_12_se,a_gamma_12_wald,a_gamma_12_pval,b_gamma_02_est,b_gamma_02_se,b_gamma_02_wald,b_gamma_02_pval,b_gamma_12_est,b_gamma_12_se,b_gamma_12_wald,b_gamma_12_pval,a_gamma_03_est,a_gamma_03_se,a_gamma_03_wald,a_gamma_03_pval,a_gamma_13_est,a_gamma_13_se,a_gamma_13_wald,a_gamma_13_pval,b_gamma_03_est,b_gamma_03_se,b_gamma_03_wald,b_gamma_03_pval,b_gamma_13_est,b_gamma_13_se,b_gamma_13_wald,b_gamma_13_pval,a_gamma_04_est,a_gamma_04_se,a_gamma_04_wald,a_gamma_04_pval,a_gamma_14_est,a_gamma_14_se,a_gamma_14_wald,a_gamma_14_pval,b_gamma_04_est,b_gamma_04_se,b_gamma_04_wald,b_gamma_04_pval,b_gamma_14_est,b_gamma_14_se,b_gamma_14_wald,b_gamma_14_pval,a_gamma_05_est,a_gamma_05_se,a_gamma_05_wald,a_gamma_05_pval,a_gamma_15_est,a_gamma_15_se,a_gamma_15_wald,a_gamma_15_pval,b_gamma_05_est,b_gamma_05_se,b_gamma_05_wald,b_gamma_05_pval,b_gamma_15_est,b_gamma_15_se,b_gamma_15_wald,b_gamma_15_pval,a_gamma_06_est,a_gamma_06_se,a_gamma_06_wald,a_gamma_06_pval,a_gamma_16_est,a_gamma_16_se,a_gamma_16_wald,a_gamma_16_pval,b_gamma_06_est,b_gamma_06_se,b_gamma_06_wald,b_gamma_06_pval,b_gamma_16_est,b_gamma_16_se,b_gamma_16_wald,b_gamma_16_pval,process_a,process_b,process_b_cell,process_b_row,process_b_domain,outcome_count,cr_levels_est,cr_levels_z,cr_levels_ztest,cr_levels_zpval,cr_levels_zeta_lo,cr_levels_zeta_hi,cr_levels_ci95_lo,cr_levels_ci95_hi,cr_slopes_est,cr_slopes_z,cr_slopes_ztest,cr_slopes_zpval,cr_slopes_zeta_lo,cr_slopes_zeta_hi,cr_slopes_ci95_lo,cr_slopes_ci95_hi,cr_resid_est,cr_resid_z,cr_resid_ztest,cr_resid_zpval,cr_resid_zeta_lo,cr_resid_zeta_hi,cr_resid_ci95_lo,cr_resid_ci95_hi
Mplus VERSION 7.3,0.1,09/15/2015,11:28 AM,b1_female_ae_walking_speed_gait_digitsymbol.out, C:\Users\Andrea Zammit\Desktop\EASMaster.csv,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/eas/physical-cognitive/without-errors/Gait/b1_female_ae_walking_speed_gait_digitsymbol.out,eas,b1,female,ae,592,8,NA,25,-9307.195,18664.39,18773.977,18694.61,18666.686819788,TRUE,TRUE,NA,0,69.62,20.65,3.371,0.001,1.426,0.639,2.231,0.026,0.118,3.455,0.034,0.973,-6.229,3.707,-1.68,0.093,0.521,2.307,0.226,0.821,388.49,50.688,7.664,0.0,3.874,1.309,2.961,0.003,-1.817,6.656,-0.273,0.785,66.275,4.417,15.004,0.0,144.74,10.916,13.259,0.0,1.43,0.35,4.09,0.0,-4.851,1.964,-2.47,0.013,30.656,1.265,24.239,0.0,100.414,4.748,21.15,0.0,-3.31,1.028,-3.218,0.001,32.631,1.646,19.82,0.0,1.032,0.446,2.314,0.021,0.294,0.079,3.722,0.0,0.606,0.215,2.825,0.005,0.012,0.051,0.226,0.822,-1.588,0.291,-5.455,0.0,-0.058,0.063,-0.913,0.361,-0.566,0.113,-4.991,0.0,-0.05,0.025,-2.023,0.043,0.791,0.506,1.565,0.118,0.141,0.113,1.254,0.21,2.008,0.176,11.435,0.0,-0.077,0.048,-1.587,0.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gait,symbol,symbol,substitution,perceptual speed,2,0.2935957825193563,0.3024967141666352,7.341390220255893,0.7622734379214557,0.22173780510163713,0.3832556232316333,0.21817377351301134,0.3655314470960393,0.6058591881898722,0.702352988122923,17.04563096620193,3.7665733689661986e-65,0.621594079057925,0.7831118971879211,0.5522369435020661,0.6544892275679178,0.011558596718836167,0.01155911150740519,0.2805318015076532,0.7790695304739624,-0.0691997975575929,0.09231802057240326,-0.06908955172933061,0.09205664785993188
Mplus VERSION 7.3,0.1,09/15/2015,11:10 AM,b1_female_aeh_walking_executive_gait_trailsb.out, C:\Users\Andrea Zammit\Desktop\EASMaster.csv,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/eas/physical-cognitive/without-errors/Gait/b1_female_aeh_walking_executive_gait_trailsb.out,eas,b1,female,aeh,150,8,NA,29,-4939.769,9937.539,10024.847,9933.067,9952.039,TRUE,TRUE,NA,0,-219.554,185.685,-1.182,0.237,-1.111,4.85,-0.229,0.819,-10.409,35.697,-0.292,0.771,-16.843,50.392,-0.334,0.738,-4.08,26.826,-0.152,0.879,409.682,80.418,5.094,0.0,6.457,3.502,1.844,0.065,-14.829,15.944,-0.93,0.352,61.44,7.659,8.022,0.0,2682.838,739.149,3.63,0.0,3.669,16.345,0.224,0.822,61.818,121.671,0.508,0.611,1493.257,66.709,22.385,0.0,105.457,8.295,12.713,0.0,-3.567,2.455,-1.453,0.146,170.191,16.749,10.161,0.0,3.311,4.157,0.796,0.426,-0.209,0.168,-1.244,0.213,-0.228,1.068,-0.214,0.831,-0.013,0.089,-0.152,0.879,-1.493,0.514,-2.901,0.004,-0.05,0.148,-0.336,0.737,1.593,1.324,1.203,0.229,0.23,0.281,0.819,0.413,0.582,0.859,0.677,0.498,0.098,0.237,0.414,0.679,-7.524,1.926,-3.906,0.0,-0.238,0.478,-0.497,0.619,0.013,0.336,0.039,0.969,0.072,0.081,0.884,0.377,-0.022,0.796,-0.028,0.978,0.018,0.181,0.101,0.919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gait,trailsb,trailsb,switching,executive function,2,-0.20942122120126902,-0.21256594298023632,-2.5772250924039075,0.8316655378914813,-0.3742210478482608,-0.05091083811221184,-0.35767828982259064,-0.05086689817192276,-0.22825737046118758,-0.23235027939944708,-2.817097423508666,0.0048459823736024,-0.39400538426747156,-0.0706951745314226,-0.37480808900667284,-0.0705776358708245,-0.01346999020562598,-0.013470804962189688,-0.16332483029354442,0.8702626846393446,-0.17512590983021417,0.1481842999058348,-0.17335728639348413,0.147109103568518
Mplus VERSION 7.3,0.1,09/15/2015, 1:05 PM,b1_female_aeh_walking_fluency_gait_category.out, C:\Users\Andrea Zammit\Desktop\EASMaster.csv,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/eas/physical-cognitive/without-errors/Gait/b1_female_aeh_walking_fluency_gait_category.out,eas,b1,female,aeh,150,8,NA,29,-3582.454,7222.909,7310.217,7218.438,7237.409,TRUE,TRUE,NA,0,16.88,20.942,0.806,0.42,0.837,0.945,0.886,0.376,5.52,4.478,1.233,0.218,2.079,4.06,0.512,0.609,2.002,3.513,0.57,0.569,398.875,79.692,5.005,0.0,6.096,3.027,2.014,0.044,-11.9,15.877,-0.75,0.454,61.913,7.491,8.265,0.0,57.816,12.34,4.685,0.0,0.887,0.361,2.454,0.014,0.541,1.744,0.31,0.756,17.355,1.245,13.944,0.0,106.236,7.823,13.579,0.0,-3.915,2.312,-1.693,0.09,37.634,2.568,14.657,0.0,-0.769,0.692,-1.11,0.267,0.111,0.134,0.83,0.407,0.36,0.384,0.936,0.349,0.061,0.107,0.573,0.566,-1.49,0.468,-3.187,0.001,-0.064,0.123,-0.522,0.602,-0.325,0.187,-1.744,0.081,-0.027,0.043,-0.636,0.525,0.57,0.833,0.684,0.494,0.141,0.234,0.603,0.546,0.763,0.259,2.941,0.003,0.071,0.061,1.165,0.244,0.053,0.326,0.164,0.87,0.061,0.07,0.878,0.38,-0.109,0.137,-0.797,0.426,0.005,0.029,0.184,0.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gait,categories,cat,categories,fluency,2,0.11115525845862335,0.11161647506849386,1.3532778404626338,0.911127508437058,-0.05003862979953062,0.27327157993651835,-0.04999690826925763,0.2666664128500661,0.35994916373571256,0.376827496781615,4.568790590803283,4.905465950765093e-6,0.2151723919135905,0.5384826016496395,0.21191199323997467,0.49183849348142944,0.06107462934774898,0.06115073812600358,0.741413297482042,0.45844288427154084,-0.1005043667420209,0.22280584299402806,-0.10016732599111516,0.21919073566316713
Mplus VERSION 7.3,0.1,09/15/2015, 3:26 PM,b1_female_aeh_walking_fluency_gait_fas.out, C:\Users\Andrea Zammit\Desktop\EASMaster.csv,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/eas/physical-cognitive/without-errors/Gait/b1_female_aeh_walking_fluency_gait_fas.out,eas,b1,female,aeh,150,8,NA,29,-3709.141,7476.282,7563.591,7471.811,7490.782,TRUE,TRUE,NA,0,81.433,32.4,2.513,0.012,0.817,0.561,1.456,0.145,-0.832,3.422,-0.243,0.808,-4.169,6.901,-0.604,0.546,-2.729,2.912,-0.937,0.349,420.099,81.316,5.166,0.0,7.086,3.436,2.062,0.039,-19.025,15.382,-1.237,0.216,60.73,7.262,8.363,0.0,114.249,22.044,5.183,0.0,0.172,0.312,0.551,0.581,2.254,2.327,0.969,0.333,25.819,1.84,14.03,0.0,105.652,7.869,13.426,0.0,-3.266,2.279,-1.433,0.152,29.557,3.377,8.751,0.0,0.504,0.642,0.785,0.432,0.372,0.121,3.064,0.002,0.74,0.756,0.978,0.328,-0.069,0.073,-0.949,0.343,-1.442,0.442,-3.261,0.001,-0.06,0.123,-0.486,0.627,-0.31,0.253,-1.225,0.221,-0.062,0.037,-1.679,0.093,0.461,0.821,0.562,0.574,0.098,0.232,0.423,0.673,1.369,0.354,3.864,0.0,0.014,0.065,0.211,0.833,0.067,0.313,0.213,0.831,0.073,0.072,1.014,0.311,-0.109,0.167,-0.649,0.516,0.004,0.022,0.174,0.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gait,fas,fas,f-a-s phonemic words,fluency,2,0.37170500331803924,0.3903999884470898,4.733348306852635,0.6962407963999688,0.2287448835790653,0.5520550933151143,0.2248370209241899,0.5020588766762081,0.7400435181076839,0.9505755813167012,11.525116422923931,9.85788597920391e-31,0.7889204764486767,1.1122306861847258,0.6577970537779161,0.8048494894925049,-0.06891792392606501,-0.06902734863562333,-0.8369121246406889,0.4026419645777067,-0.2306824535036478,0.09262775623240115,-0.22667584006282065,0.09236374992157954
Mplus VERSION 7.3,0.1,09/15/2015, 3:01 PM,b1_female_aeh_walking_knowledge_gait_information.out, C:\Users\Andrea Zammit\Desktop\EASMaster.csv,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/eas/physical-cognitive/without-errors/Gait/b1_female_aeh_walking_knowledge_gait_information.out,eas,b1,female,aeh,130,7,NA,29,-2632.359,5322.718,5405.877,5314.156,5340.118,TRUE,TRUE,NA,0,15.274,13.399,1.14,0.254,-0.483,0.706,-0.684,0.494,4.214,3.568,1.181,0.238,0.769,3.178,0.242,0.809,-0.331,1.969,-0.168,0.866,411.77,88.378,4.659,0.0,6.719,3.274,2.053,0.04,-16.32,16.692,-0.978,0.328,60.112,7.786,7.721,0.0,12.195,3.486,3.498,0.0,0.117,0.269,0.435,0.664,0.675,0.851,0.794,0.427,7.382,0.695,10.614,0.0,105.783,8.482,12.472,0.0,-3.41,2.4,-1.421,0.155,13.047,1.578,8.271,0.0,0.048,0.486,0.098,0.922,0.216,0.182,1.187,0.235,-0.545,1.014,-0.537,0.591,-0.016,0.094,-0.168,0.866,-1.485,0.49,-3.029,0.002,-0.061,0.135,-0.451,0.652,-0.129,0.115,-1.116,0.264,0.005,0.031,0.169,0.866,0.558,0.876,0.638,0.524,0.111,0.247,0.45,0.652,0.87,0.191,4.553,0.0,-0.019,0.05,-0.371,0.71,0.014,0.356,0.04,0.968,0.075,0.068,1.092,0.275,-0.015,0.068,-0.223,0.823,0.007,0.021,0.347,0.728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gait,information,info,information,episodic memory,2,0.21554330251301107,0.21897752266721493,2.4677513529630106,0.8266675571682518,0.04505884267693894,0.3928962026574909,0.04502837310933703,0.3738543303381498,-0.5447558206581687,-0.6108935995321286,-6.884421233739531,5.802294734723019e-12,-0.7848122795224046,-0.43697491954185264,-0.655460159205753,-0.41113382431507456,-0.015713046093357372,-0.015714339467700886,-0.17709161200655438,0.8594364304439924,-0.1896330194579769,0.1582043405225751,-0.18739213651127204,0.15689754346870016
Mplus VERSION 7.3,0.1,09/15/2015, 1:48 PM,b1_female_aeh_walking_knowledge_gait_waisvocab.out, C:\Users\Andrea Zammit\Desktop\EASMaster.csv,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/eas/physical-cognitive/without-errors/Gait/b1_female_aeh_walking_knowledge_gait_waisvocab.out,eas,b1,female,aeh,150,8,NA,29,-3714.269,7486.538,7573.847,7482.067,7501.038,TRUE,TRUE,NA,0,60.856,26.394,2.306,0.021,1.19,0.811,1.467,0.142,-3.555,3.466,-1.026,0.305,-3.457,6.61,-0.523,0.601,1.817,3.865,0.47,0.638,408.651,81.52,5.013,0.0,6.72,3.547,1.895,0.058,-15.397,16.718,-0.921,0.357,60.784,6.956,8.738,0.0,85.713,16.786,5.106,0.0,0.283,0.393,0.72,0.471,-2.036,2.225,-0.915,0.36,29.852,1.933,15.447,0.0,105.707,8.175,12.931,0.0,-3.421,2.58,-1.326,0.185,34.444,2.728,12.624,0.0,0.092,0.648,0.143,0.887,0.325,0.125,2.61,0.009,0.863,0.655,1.318,0.187,0.043,0.09,0.472,0.637,-1.468,0.458,-3.207,0.001,-0.068,0.123,-0.553,0.58,-0.112,0.244,-0.459,0.646,-0.045,0.041,-1.084,0.279,0.586,0.848,0.692,0.489,0.098,0.251,0.391,0.696,1.86,0.296,6.277,0.0,0.021,0.066,0.314,0.753,0.052,0.319,0.163,0.87,0.068,0.066,1.018,0.309,-0.072,0.138,-0.52,0.603,0.014,0.024,0.588,0.557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gait,waisvocab,waisvoc,vocabulary,semantic memory,2,0.32516498449846737,0.337412003876935,4.090903136589349,0.7358063368927669,0.1757568990089105,0.49906710874495946,0.17396924559159646,0.4613831708350475,0.86291716324584955,1.3046567572486605,15.818122529949145,2.333478241381353e-56,1.1430016523806361,1.4663118621166848,0.8154223713714196,0.8988715641681584,0.04265535617834279,0.04268125463803008,0.5174827109469703,0.604819234835312,-0.1189738502299944,0.20433635950605455,-0.11841566099363776,0.20153915821215718
Mplus VERSION 7.3,0.1,09/15/2015, 2:47 PM,b1_female_aeh_walking_language_gait_bnt.out, C:\Users\Andrea Zammit\Desktop\EASMaster.csv,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/eas/physical-cognitive/without-errors/Gait/b1_female_aeh_walking_language_gait_bnt.out,eas,b1,female,aeh,150,8,NA,29,-2825.303,5708.606,5795.914,5704.135,5723.106,TRUE,TRUE,NA,0,9.225,7.158,1.289,0.197,0.286,0.231,1.237,0.216,-0.949,1.443,-0.658,0.511,1.199,1.992,0.602,0.547,-0.109,1.184,-0.092,0.927,403.229,81.199,4.966,0.0,6.927,3.488,1.986,0.047,-13.499,16.387,-0.824,0.41,61.209,8.168,7.494,0.0,3.5,0.888,3.94,0.0,0.025,0.025,0.979,0.327,0.203,0.14,1.449,0.147,1.781,0.14,12.747,0.0,106.267,8.155,13.031,0.0,-4.11,2.763,-1.488,0.137,10.338,0.637,16.221,0.0,0.01,0.121,0.08,0.936,0.246,0.171,1.438,0.15,0.691,0.493,1.403,0.161,-0.01,0.113,-0.092,0.926,-1.474,0.463,-3.186,0.001,-0.041,0.135,-0.305,0.761,-0.047,0.051,-0.935,0.35,-0.007,0.009,-0.743,0.458,0.533,0.833,0.641,0.522,0.138,0.245,0.562,0.574,0.301,0.062,4.863,0.0,-0.008,0.016,-0.523,0.601,0.014,0.318,0.045,0.964,0.074,0.063,1.171,0.242,0.007,0.029,0.246,0.805,-0.001,0.007,-0.089,0.929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gait,bnt,bnt,boston naming test,semantic memory,2,0.245559348951271,0.2506816845658287,3.039353899364791,0.8020602222183532,0.0890265796978042,0.41233678943385316,0.08879212269974766,0.3904550192315921,0.6872637460386128,0.8427516071893443,10.217820212685911,1.6500963224635337e-24,0.6810965023213198,1.0044067120573688,0.5922317745231283,0.7634386596242205,-0.010439673012377774,-0.010440052299269994,-0.12657890711208336,0.8992736923229736,-0.17209515716729448,0.15121505256875448,-0.17041607986539245,0.1500729369415795
Mplus VERSION 7.3,0.1,09/15/2015,11:52 AM,b1_female_aeh_walking_memory_gait_digitspantotal.out, C:\Users\Andrea Zammit\Desktop\EASMaster.csv,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/eas/physical-cognitive/without-errors/Gait/b1_female_aeh_walking_memory_gait_digitspantotal.out,eas,b1,female,aeh,150,8,NA,29,-2910.72,5879.44,5966.749,5874.969,5893.94,TRUE,TRUE,NA,0,14.142,7.545,1.874,0.061,0.362,0.232,1.56,0.119,-1.206,1.531,-0.788,0.431,-0.965,1.666,-0.579,0.562,0.846,0.991,0.854,0.393,411.021,79.833,5.149,0.0,6.421,3.163,2.03,0.042,-16.079,15.362,-1.047,0.295,61.565,7.669,8.028,0.0,6.414,1.279,5.016,0.0,0.048,0.031,1.554,0.12,0.019,0.152,0.126,0.9,2.408,0.175,13.75,0.0,105.587,7.908,13.353,0.0,-3.429,2.185,-1.569,0.117,13.286,0.84,15.818,0.0,0.257,0.171,1.507,0.132,0.275,0.134,2.056,0.04,0.654,0.351,1.865,0.062,0.07,0.081,0.857,0.392,-1.524,0.468,-3.258,0.001,-0.042,0.119,-0.354,0.723,-0.062,0.064,-0.97,0.332,-0.017,0.013,-1.239,0.215,0.653,0.824,0.793,0.428,0.076,0.227,0.334,0.739,0.299,0.083,3.588,0.0,-0.019,0.022,-0.857,0.392,0.023,0.338,0.069,0.945,0.071,0.068,1.047,0.295,0.027,0.047,0.568,0.57,-0.011,0.007,-1.51,0.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gait,digit_tot,digit_tot,digit span total,short-term memory,2,0.27543197061622754,0.2827322724765295,3.4279466260812974,0.7773820753103684,0.12107716760850501,0.44438737734455397,0.12048896564405698,0.4172745204920627,0.6520585845256027,0.7788716484876642,9.44331687428893,3.611618535274715e-21,0.6172165436196397,0.9405267533556887,0.5491870525309166,0.7354641751032407,0.06948245900238433,0.06959460010540755,0.8437896832050296,0.39878694156502587,-0.09206050476261693,0.23124970497343203,-0.09180130830148021,0.22721387581409186
Mplus VERSION 7.3,0.1,09/15/2015, 1:29 PM,b1_female_aeh_walking_memory_gait_logicalmemorytotal.out, C:\Users\Andrea Zammit\Desktop\EASMaster.csv,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/eas/physical-cognitive/without-errors/Gait/b1_female_aeh_walking_memory_gait_logicalmemorytotal.out,eas,b1,female,aeh,150,8,NA,29,-3450.764,6959.528,7046.837,6955.057,6974.028,TRUE,TRUE,NA,0,10.8,13.947,0.774,0.439,0.247,0.583,0.423,0.672,1.455,3.278,0.444,0.657,2.122,3.505,0.606,0.545,0.819,2.536,0.323,0.747,403.413,82.379,4.897,0.0,6.244,2.99,2.089,0.037,-13.647,15.006,-0.909,0.363,61.511,8.41,7.314,0.0,22.654,5.606,4.041,0.0,0.121,0.109,1.115,0.265,0.637,0.925,0.688,0.491,14.588,1.241,11.756,0.0,106.113,8.799,12.059,0.0,-3.74,2.371,-1.577,0.115,18.154,1.844,9.847,0.0,-0.031,0.354,-0.088,0.93,0.113,0.143,0.788,0.431,0.284,0.678,0.419,0.675,0.027,0.084,0.324,0.746,-1.524,0.472,-3.231,0.001,-0.043,0.124,-0.35,0.726,-0.111,0.125,-0.886,0.376,-0.016,0.028,-0.564,0.573,0.619,0.915,0.676,0.499,0.108,0.236,0.457,0.648,0.731,0.204,3.589,0.0,0.005,0.035,0.137,0.891,0.023,0.32,0.072,0.942,0.08,0.076,1.056,0.291,0.084,0.099,0.854,0.393,-0.006,0.018,-0.324,0.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gait,logic_tot,logic_tot,prose recall total,episodic memory,2,0.1129734425245189,0.11345778359073144,1.3756025198531092,0.9096676307190855,-0.04819732127729304,0.2751128884587559,-0.04816003542295714,0.2683759427895585,0.2841664624942745,0.29220873456019725,3.5428426227156855,3.958388516846409e-4,0.13055362969217277,0.4538638394282217,0.12981692235703948,0.42506990119434246,0.027340700070999993,0.02734751564570398,0.33157100591400857,0.7402132160627406,-0.1343075892223205,0.18900262051372846,-0.13350580351320043,0.1867838027553756
Mplus VERSION 7.3,0.1,09/15/2015, 2:26 PM,b1_female_aeh_walking_mental_gait_mmse.out, C:\Users\Andrea Zammit\Desktop\EASMaster.csv,C:/Users/koval_000/Documents/GitHub/IALSA-2015-Portland/studies/eas/physical-cognitive/without-errors/Gait/b1_female_aeh_walking_mental_gait_mmse.out,eas,b1,female,aeh,72,8,NA,29,-1316.578,2691.156,2757.179,2665.81,2732.58457142857,TRUE,TRUE,NA,0,2.34,3.898,0.6,0.548,0.012,0.179,0.068,0.946,0.26,0.828,0.314,0.754,-0.018,0.97,-0.019,0.985,0.209,1.05,0.199,0.842,216.473,89.945,2.407,0.016,1.764,3.766,0.469,0.639,0.743,17.228,0.043,0.966,73.08,15.304,4.775,0.0,0.297,0.264,1.128,0.259,0.007,0.018,0.36,0.719,0.038,0.067,0.571,0.568,0.668,0.066,10.145,0.0,101.633,11.253,9.032,0.0,0.06,2.912,0.021,0.984,26.452,0.635,41.678,0.0,0.007,0.212,0.032,0.974,0.292,0.508,0.574,0.566,0.113,1.666,0.068,0.946,0.03,0.151,0.199,0.842,-0.427,0.48,-0.889,0.374,-0.144,0.158,-0.91,0.363,0.003,0.035,0.088,0.93,-0.004,0.012,-0.347,0.729,0.696,0.834,0.835,0.404,-0.268,0.187,-1.433,0.152,0.064,0.049,1.312,0.189,0.002,0.015,0.154,0.877,0.134,0.416,0.323,0.747,-0.004,0.126,-0.03,0.976,0.002,0.03,0.08,0.936,-0.001,0.011,-0.139,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gait,mmse,mmse,mini mental state exam,mental status,2,0.29183391735345365,0.30056974147312604,2.496719786991785,0.7637426078720188,0.06461780517688834,0.5365216777693638,0.0645280187640971,0.4903504938900479,0.10798984943120779,0.10841259701270332,0.9005426653866422,0.36783153070865227,-0.1275393392835344,0.344364533308941,-0.1268522789729499,0.331368283364186,0.02991291835012172,0.029921844996848777,0.24854951167335987,0.8037092668240583,-0.20603009129938893,0.2658737812930865,-0.20316353791217553,0.25978122176664104
